LSOAcode,burglary_count,LAname,IMDscore,IMDrank,IMDdeci,incscore,LSOAname,pop
E01004766,27,Bolton,30.687,7694,3,0.18,Bolton 005A,1596
E01004767,33,Bolton,24.997,10776,4,0.134,Bolton 005B,1673
E01004768,11,Bolton,7.028,28288,9,0.036,Bolton 001A,1607
E01004769,10,Bolton,10.019,24505,8,0.043,Bolton 003A,1535
E01004770,13,Bolton,11.437,22815,7,0.059,Bolton 003B,1457
E01004771,21,Bolton,5.833,29639,10,0.034,Bolton 003C,1647
E01004772,8,Bolton,34.074,6242,2,0.233,Bolton 005C,1735
E01004773,25,Bolton,13.745,20211,7,0.098,Bolton 003D,1971
E01004774,14,Bolton,31.354,7377,3,0.2,Bolton 005D,1677
E01004775,30,Bolton,12.812,21251,7,0.05,Bolton 014A,1509
E01004776,21,Bolton,22.479,12402,4,0.129,Bolton 031A,1811
E01004777,13,Bolton,31.728,7187,3,0.185,Bolton 004A,1599
E01004778,9,Bolton,8.945,25859,8,0.06,Bolton 009A,1182
E01004779,10,Bolton,19.636,14679,5,0.131,Bolton 007A,1562
E01004780,22,Bolton,9.426,25234,8,0.058,Bolton 009B,1990
E01004781,32,Bolton,12.787,21281,7,0.081,Bolton 007B,1825
E01004782,14,Bolton,24.964,10788,4,0.153,Bolton 009C,1116
E01004783,11,Bolton,14.407,19530,6,0.082,Bolton 009D,1492
E01004784,11,Bolton,8.416,26540,9,0.037,Bolton 006A,1262
E01004785,18,Bolton,25.123,10688,4,0.151,Bolton 006B,1422
E01004786,11,Bolton,13.546,20437,7,0.074,Bolton 006C,1451
E01004787,23,Bolton,67.018,401,1,0.435,Bolton 013A,1617
E01004788,14,Bolton,6.331,29064,9,0.036,Bolton 002A,1392
E01004789,12,Bolton,8.413,26544,9,0.036,Bolton 006D,1407
E01004790,19,Bolton,15.653,18283,6,0.074,Bolton 002B,1433
E01004791,9,Bolton,9.547,25063,8,0.068,Bolton 006E,1231
E01004792,13,Bolton,5.601,29903,10,0.027,Bolton 006F,1462
E01004793,12,Bolton,50.299,2135,1,0.291,Bolton 013B,1613
E01004794,15,Bolton,63.88,599,1,0.433,Bolton 013C,1788
E01004795,23,Bolton,45.227,3014,1,0.231,Bolton 013D,1483
E01004796,30,Bolton,29.999,8023,3,0.133,Bolton 019A,1493
E01004797,11,Bolton,53.253,1684,1,0.315,Bolton 013E,1371
E01004798,22,Bolton,38.934,4592,2,0.192,Bolton 019B,1657
E01004799,5,Bolton,12.804,21263,7,0.075,Bolton 019C,1319
E01004800,8,Bolton,14.858,19060,6,0.066,Bolton 019D,1305
E01004801,15,Bolton,61.511,786,1,0.369,Bolton 019E,1643
E01004802,13,Bolton,59.1,996,1,0.403,Bolton 010A,1815
E01004803,17,Bolton,6.094,29345,9,0.036,Bolton 001B,1638
E01004804,21,Bolton,4.181,31328,10,0.027,Bolton 001C,1452
E01004805,6,Bolton,5.801,29671,10,0.045,Bolton 002C,1634
E01004806,18,Bolton,7.755,27358,9,0.051,Bolton 002D,1510
E01004807,6,Bolton,6.603,28777,9,0.041,Bolton 001D,1453
E01004808,14,Bolton,4.565,30937,10,0.031,Bolton 001E,1641
E01004809,19,Bolton,20.899,13632,5,0.123,Bolton 003E,1761
E01004810,17,Bolton,7.551,27629,9,0.053,Bolton 002E,1600
E01004811,44,Bolton,55.169,1441,1,0.316,Bolton 022A,1563
E01004812,26,Bolton,44.707,3116,1,0.276,Bolton 022B,1876
E01004813,24,Bolton,40.255,4195,2,0.273,Bolton 022C,1400
E01004814,30,Bolton,43.679,3321,2,0.268,Bolton 027A,1464
E01004815,28,Bolton,35.416,5745,2,0.208,Bolton 022D,1582
E01004816,16,Bolton,30.94,7584,3,0.234,Bolton 029A,1589
E01004817,93,Bolton,37.614,5003,2,0.211,Bolton 022E,1571
E01004818,30,Bolton,53.115,1707,1,0.302,Bolton 017A,1592
E01004819,17,Bolton,31.871,7130,3,0.182,Bolton 017B,1520
E01004820,24,Bolton,63.537,624,1,0.386,Bolton 011A,1608
E01004822,20,Bolton,62.134,737,1,0.419,Bolton 016B,1687
E01004823,41,Bolton,76.792,65,1,0.475,Bolton 016C,1734
E01004824,8,Bolton,42.687,3545,2,0.296,Bolton 005E,1738
E01004825,17,Bolton,57.576,1158,1,0.359,Bolton 011B,1655
E01004826,24,Bolton,53.87,1618,1,0.349,Bolton 011C,1592
E01004827,34,Bolton,47.136,2635,1,0.289,Bolton 021A,1629
E01004828,24,Bolton,45.163,3027,1,0.294,Bolton 023A,1820
E01004829,22,Bolton,46.595,2738,1,0.338,Bolton 023B,1371
E01004830,34,Bolton,47.672,2539,1,0.28,Bolton 026A,1557
E01004831,18,Bolton,23.278,11862,4,0.12,Bolton 026B,1634
E01004832,17,Bolton,27.567,9257,3,0.176,Bolton 023C,1539
E01004833,27,Bolton,20.739,13742,5,0.089,Bolton 026C,1533
E01004834,37,Bolton,30.676,7700,3,0.181,Bolton 018A,1624
E01004835,25,Bolton,10.159,24299,8,0.063,Bolton 020A,1486
E01004836,43,Bolton,13.804,20147,7,0.092,Bolton 020B,1493
E01004837,23,Bolton,7.487,27707,9,0.042,Bolton 020C,1625
E01004838,42,Bolton,40.755,4041,2,0.262,Bolton 018B,1672
E01004839,44,Bolton,56.04,1348,1,0.356,Bolton 026D,1981
E01004840,26,Bolton,21.516,13167,5,0.114,Bolton 012A,1646
E01004841,8,Bolton,66.979,402,1,0.431,Bolton 012B,1717
E01004842,19,Bolton,6.123,29313,9,0.04,Bolton 012C,1699
E01004843,26,Bolton,7.239,28022,9,0.048,Bolton 018C,1512
E01004844,25,Bolton,5.505,30022,10,0.024,Bolton 020D,1583
E01004845,23,Bolton,11.855,22333,7,0.087,Bolton 018D,1721
E01004846,9,Bolton,42.525,3589,2,0.276,Bolton 025A,1278
E01004847,9,Bolton,42.042,3709,2,0.316,Bolton 025B,2018
E01004848,57,Bolton,59.211,986,1,0.341,Bolton 016D,1700
E01004849,11,Bolton,42.457,3604,2,0.328,Bolton 021B,1743
E01004850,19,Bolton,57.855,1127,1,0.369,Bolton 021C,1754
E01004851,12,Bolton,51.383,1972,1,0.364,Bolton 021D,1558
E01004852,14,Bolton,43.13,3444,2,0.335,Bolton 025C,1618
E01004853,6,Bolton,45.554,2949,1,0.336,Bolton 021E,1612
E01004854,3,Bolton,32.073,7060,3,0.236,Bolton 023D,1540
E01004855,26,Bolton,43.537,3350,2,0.245,Bolton 027B,1485
E01004856,22,Bolton,54.775,1493,1,0.305,Bolton 027C,1428
E01004857,32,Bolton,49.611,2244,1,0.303,Bolton 027D,1515
E01004858,17,Bolton,43.23,3418,2,0.262,Bolton 032A,1604
E01004859,81,Bolton,60.687,859,1,0.329,Bolton 032B,1464
E01004860,40,Bolton,35.787,5612,2,0.186,Bolton 032C,1488
E01004861,23,Bolton,57.311,1178,1,0.351,Bolton 033A,1666
E01004862,9,Bolton,57.959,1116,1,0.329,Bolton 033B,1378
E01004863,26,Bolton,60.821,849,1,0.359,Bolton 033C,1543
E01004864,11,Bolton,21.299,13319,5,0.109,Bolton 008A,1554
E01004865,36,Bolton,41.613,3838,2,0.253,Bolton 011D,1346
E01004866,29,Bolton,62.337,718,1,0.381,Bolton 011E,1744
E01004867,35,Bolton,39.655,4367,2,0.195,Bolton 008B,1523
E01004868,20,Bolton,43.185,3431,2,0.29,Bolton 015A,1692
E01004869,39,Bolton,60.628,862,1,0.346,Bolton 015B,1691
E01004870,58,Bolton,51.523,1948,1,0.278,Bolton 015C,1902
E01004871,21,Bolton,42.158,3674,2,0.264,Bolton 015D,1643
E01004872,18,Bolton,35.848,5593,2,0.201,Bolton 029B,1560
E01004873,26,Bolton,42.562,3578,2,0.272,Bolton 029C,1768
E01004874,16,Bolton,30.384,7849,3,0.198,Bolton 033D,1808
E01004875,18,Bolton,28.832,8584,3,0.147,Bolton 029D,1592
E01004876,21,Bolton,46.229,2814,1,0.3,Bolton 033E,1870
E01004877,13,Bolton,59.061,1001,1,0.415,Bolton 025D,1799
E01004878,18,Bolton,29.933,8053,3,0.167,Bolton 023E,1473
E01004879,7,Bolton,47.196,2619,1,0.356,Bolton 025E,1464
E01004880,21,Bolton,15.865,18066,6,0.091,Bolton 029E,1336
E01004881,14,Bolton,42.253,3659,2,0.235,Bolton 004B,1429
E01004882,11,Bolton,19.433,14877,5,0.093,Bolton 007C,1364
E01004883,12,Bolton,19.871,14458,5,0.102,Bolton 007D,1433
E01004884,15,Bolton,7.196,28068,9,0.032,Bolton 007E,1465
E01004885,11,Bolton,4.689,30818,10,0.019,Bolton 014B,1372
E01004886,21,Bolton,37.946,4888,2,0.224,Bolton 014C,1379
E01004887,10,Bolton,34.864,5940,2,0.206,Bolton 014D,1415
E01004888,2,Bolton,19.665,14655,5,0.126,Bolton 004C,1321
E01004889,5,Bolton,30.292,7892,3,0.189,Bolton 004D,1431
E01004890,21,Bolton,22.643,12290,4,0.098,Bolton 004E,1406
E01004891,9,Bolton,11.798,22406,7,0.067,Bolton 028A,1590
E01004892,29,Bolton,12.298,21836,7,0.051,Bolton 030A,1531
E01004893,9,Bolton,6.014,29453,9,0.04,Bolton 028B,1529
E01004894,15,Bolton,18.327,15843,5,0.105,Bolton 028C,1839
E01004895,8,Bolton,34.501,6061,2,0.214,Bolton 031B,1327
E01004896,9,Bolton,12.047,22119,7,0.052,Bolton 030B,1352
E01004897,13,Bolton,10.536,23847,8,0.047,Bolton 020E,1087
E01004899,15,Bolton,20.617,13838,5,0.112,Bolton 030C,1545
E01004900,29,Bolton,14.85,19070,6,0.106,Bolton 030D,1604
E01004901,21,Bolton,4.315,31202,10,0.033,Bolton 028E,1809
E01004902,42,Bolton,35.797,5610,2,0.207,Bolton 032D,1681
E01004903,10,Bolton,9.335,25338,8,0.046,Bolton 034A,1472
E01004904,10,Bolton,14.081,19876,7,0.083,Bolton 034B,1628
E01004905,11,Bolton,29.39,8306,3,0.179,Bolton 034C,1608
E01004906,22,Bolton,39.929,4282,2,0.206,Bolton 032E,1678
E01004907,4,Bolton,37.698,4971,2,0.228,Bolton 034D,1301
E01004908,6,Bolton,19.758,14576,5,0.118,Bolton 034E,1347
E01004909,6,Bolton,32.109,7048,3,0.162,Bolton 034F,1417
E01004910,10,Bolton,15.226,18706,6,0.087,Bolton 034G,2106
E01004911,18,Bolton,39.261,4496,2,0.219,Bolton 024A,1569
E01004912,19,Bolton,16.1,17848,6,0.095,Bolton 024B,1444
E01004913,15,Bolton,22.316,12524,4,0.125,Bolton 024C,1967
E01004914,11,Bolton,13.381,20644,7,0.072,Bolton 024D,1193
E01004915,11,Bolton,12.187,21956,7,0.043,Bolton 024E,1341
E01004916,12,Bolton,29.677,8173,3,0.181,Bolton 024F,1463
E01004917,26,Bolton,27.178,9485,3,0.15,Bolton 019F,2056
E01004918,14,Bolton,9.518,25097,8,0.053,Bolton 024G,1302
E01004919,29,Bolton,14.269,19669,6,0.075,Bolton 012D,1502
E01004920,13,Bolton,25.922,10239,4,0.166,Bolton 012E,1582
E01004921,31,Bolton,27.321,9399,3,0.139,Bolton 008C,1558
E01004922,24,Bolton,37.134,5170,2,0.249,Bolton 015E,1740
E01004923,10,Bolton,25.352,10539,4,0.139,Bolton 018E,1590
E01004924,14,Bolton,6.558,28827,9,0.041,Bolton 008D,1538
E01004925,17,Bolton,16.821,17161,6,0.086,Bolton 008E,1513
E01004926,8,Bolton,56.642,1265,1,0.351,Bolton 010B,1304
E01004927,24,Bolton,52.253,1837,1,0.318,Bolton 010C,2078
E01004928,28,Bolton,47.883,2502,1,0.261,Bolton 017C,1409
E01004929,19,Bolton,36.343,5417,2,0.213,Bolton 010D,1973
E01004930,6,Bolton,17.017,16971,6,0.086,Bolton 017D,1512
E01004931,23,Bolton,36.979,5220,2,0.232,Bolton 017E,1587
E01004932,24,Bolton,32.56,6855,3,0.174,Bolton 017F,1542
E01004933,8,Bolton,12.306,21823,7,0.082,Bolton 035A,1333
E01004934,10,Bolton,20.624,13828,5,0.148,Bolton 035B,1518
E01004935,11,Bolton,10.85,23495,8,0.066,Bolton 035C,1769
E01004936,18,Bolton,17.766,16344,5,0.092,Bolton 031C,2020
E01004937,6,Bolton,8.353,26625,9,0.05,Bolton 035D,1522
E01004938,8,Bolton,40.877,4009,2,0.268,Bolton 031D,1492
E01004939,11,Bolton,28.274,8892,3,0.187,Bolton 031E,1516
E01004940,5,Bolton,13.973,19984,7,0.087,Bolton 035E,1456
E01004941,7,Bury,28.99,8496,3,0.201,Bury 021A,1797
E01004942,12,Bury,50.761,2065,1,0.372,Bury 021B,1531
E01004943,7,Bury,23.615,11619,4,0.17,Bury 021C,1638
E01004944,4,Bury,8.694,26177,8,0.05,Bury 021D,1620
E01004945,5,Bury,14.328,19609,6,0.084,Bury 017A,1558
E01004946,5,Bury,54.905,1478,1,0.333,Bury 021E,1632
E01004947,11,Bury,32.397,6923,3,0.191,Bury 009A,1427
E01004948,23,Bury,47.351,2599,1,0.24,Bury 009B,1863
E01004949,5,Bury,4.285,31233,10,0.029,Bury 010A,1470
E01004950,7,Bury,4.94,30560,10,0.035,Bury 010B,1510
E01004951,7,Bury,5.539,29980,10,0.044,Bury 010C,1579
E01004952,14,Bury,5.778,29702,10,0.035,Bury 010D,1377
E01004953,11,Bury,9.385,25281,8,0.059,Bury 010E,1492
E01004954,19,Bury,21.963,12804,4,0.122,Bury 007A,1458
E01004955,21,Bury,32.209,7001,3,0.181,Bury 007B,1352
E01004956,51,Bury,41.879,3760,2,0.233,Bury 007C,1529
E01004957,39,Bury,62.147,734,1,0.367,Bury 007D,1755
E01004958,42,Bury,51.844,1891,1,0.29,Bury 008A,1405
E01004959,26,Bury,41.704,3809,2,0.239,Bury 008B,1666
E01004960,31,Bury,77.703,50,1,0.545,Bury 007E,1532
E01004961,14,Bury,24.875,10840,4,0.167,Bury 005A,1546
E01004962,14,Bury,17.153,16859,6,0.092,Bury 009C,1673
E01004963,4,Bury,15.039,18890,6,0.102,Bury 006A,1472
E01004964,15,Bury,27.913,9090,3,0.132,Bury 009D,1847
E01004965,12,Bury,6.982,28350,9,0.045,Bury 005B,1229
E01004966,18,Bury,34.44,6086,2,0.252,Bury 005C,1784
E01004967,4,Bury,5.533,29986,10,0.039,Bury 005D,1283
E01004968,6,Bury,7.727,27393,9,0.044,Bury 006B,1578
E01004969,18,Bury,41.068,3957,2,0.161,Bury 022A,1470
E01004970,11,Bury,11.264,23035,8,0.08,Bury 022B,1574
E01004971,4,Bury,9.157,25593,8,0.056,Bury 022C,1520
E01004972,4,Bury,33.846,6326,2,0.257,Bury 023A,1493
E01004973,21,Bury,15.423,18526,6,0.096,Bury 023B,1529
E01004974,20,Bury,13.279,20755,7,0.088,Bury 024A,1427
E01004975,6,Bury,20.728,13751,5,0.142,Bury 023C,1530
E01004976,13,Bury,34.945,5905,2,0.211,Bury 004A,1548
E01004977,19,Bury,20.754,13725,5,0.115,Bury 004B,1713
E01004978,14,Bury,28.011,9027,3,0.166,Bury 004C,1691
E01004979,21,Bury,57.33,1177,1,0.336,Bury 008C,1552
E01004980,24,Bury,42.216,3666,2,0.258,Bury 008D,1296
E01004981,30,Bury,19.95,14392,5,0.093,Bury 004D,1453
E01004982,18,Bury,11.245,23062,8,0.061,Bury 004E,1450
E01004983,11,Bury,21.365,13258,5,0.145,Bury 020A,1294
E01004984,6,Bury,8.976,25822,8,0.088,Bury 019A,1361
E01004985,9,Bury,8.311,26680,9,0.041,Bury 019B,1441
E01004986,15,Bury,23.851,11465,4,0.154,Bury 020B,1641
E01004987,17,Bury,57.188,1200,1,0.342,Bury 020C,1201
E01004988,7,Bury,20.437,13985,5,0.126,Bury 020D,1438
E01004989,19,Bury,8.384,26575,9,0.061,Bury 019C,1457
E01004990,13,Bury,34.875,5936,2,0.201,Bury 016A,1520
E01004991,30,Bury,24.412,11118,4,0.136,Bury 015A,1420
E01004992,18,Bury,30.901,7603,3,0.174,Bury 015B,1486
E01004993,15,Bury,29.223,8388,3,0.222,Bury 015C,1408
E01004994,17,Bury,38.742,4650,2,0.243,Bury 015D,1314
E01004995,8,Bury,12.469,21647,7,0.07,Bury 018A,1539
E01004996,18,Bury,52.843,1742,1,0.286,Bury 016B,1446
E01004997,33,Bury,21.44,13218,5,0.116,Bury 014A,1562
E01004998,17,Bury,17.412,16622,6,0.077,Bury 014B,1459
E01004999,8,Bury,15.648,18295,6,0.087,Bury 014C,1480
E01005000,26,Bury,9.592,25015,8,0.051,Bury 012A,1556
E01005001,13,Bury,9.49,25137,8,0.054,Bury 012B,1341
E01005002,10,Bury,17.908,16208,5,0.099,Bury 014D,1588
E01005003,10,Bury,36.88,5241,2,0.243,Bury 014E,1459
E01005004,21,Bury,67.478,372,1,0.39,Bury 016C,1459
E01005005,12,Bury,12.311,21819,7,0.07,Bury 012C,1403
E01005006,17,Bury,21.673,13017,4,0.134,Bury 012D,1518
E01005007,18,Bury,14.866,19047,6,0.086,Bury 019D,1469
E01005008,43,Bury,43.658,3325,2,0.279,Bury 016D,1885
E01005009,42,Bury,50.411,2114,1,0.291,Bury 016E,1484
E01005010,20,Bury,15.958,17989,6,0.071,Bury 018B,1620
E01005011,9,Bury,10.777,23568,8,0.053,Bury 019E,1382
E01005012,26,Bury,27.847,9123,3,0.199,Bury 018C,1726
E01005013,23,Bury,30.751,7674,3,0.214,Bury 018D,2395
E01005014,40,Bury,14.149,19788,7,0.078,Bury 001A,1460
E01005015,28,Bury,28.562,8727,3,0.209,Bury 001B,1524
E01005016,20,Bury,11.885,22300,7,0.058,Bury 001C,1518
E01005017,27,Bury,10.295,24144,8,0.063,Bury 001D,1735
E01005018,7,Bury,17.753,16356,5,0.104,Bury 001E,1511
E01005019,20,Bury,7.566,27609,9,0.048,Bury 002A,1504
E01005020,3,Bury,4.105,31406,10,0.023,Bury 003A,1466
E01005021,5,Bury,5.195,30328,10,0.035,Bury 001F,1235
E01005022,27,Bury,5.918,29555,9,0.037,Bury 003B,1601
E01005023,9,Bury,12.045,22122,7,0.083,Bury 002B,1307
E01005024,58,Bury,57.192,1199,1,0.316,Bury 008E,1458
E01005025,27,Bury,24.881,10836,4,0.151,Bury 011A,1493
E01005026,7,Bury,32.392,6925,3,0.198,Bury 008F,1653
E01005027,64,Bury,37.833,4929,2,0.224,Bury 011B,1781
E01005028,16,Bury,40.335,4173,2,0.258,Bury 011C,1870
E01005029,16,Bury,26.027,10181,4,0.153,Bury 011D,1865
E01005030,28,Bury,42.818,3520,2,0.267,Bury 013A,1592
E01005031,9,Bury,31.323,7390,3,0.219,Bury 025A,1467
E01005032,11,Bury,42.618,3560,2,0.262,Bury 025B,1257
E01005033,17,Bury,13.788,20168,7,0.073,Bury 024B,1529
E01005034,14,Bury,29.942,8050,3,0.15,Bury 022D,1453
E01005035,17,Bury,23.32,11837,4,0.093,Bury 025C,1401
E01005036,35,Bury,27.201,9470,3,0.183,Bury 024C,1825
E01005037,21,Bury,16.044,17903,6,0.088,Bury 024D,1426
E01005038,11,Bury,8.255,26753,9,0.046,Bury 025D,1351
E01005039,9,Bury,33.07,6638,3,0.235,Bury 023D,1488
E01005040,22,Bury,18.126,16031,5,0.123,Bury 026A,1824
E01005041,19,Bury,14.248,19693,6,0.114,Bury 026B,1620
E01005042,12,Bury,13.663,20305,7,0.092,Bury 026C,1899
E01005043,7,Bury,10.469,23916,8,0.067,Bury 026D,1883
E01005044,13,Bury,17.869,16252,5,0.082,Bury 026E,1810
E01005045,17,Bury,22.11,12690,4,0.146,Bury 023E,1603
E01005046,19,Bury,4.497,31017,10,0.036,Bury 002C,1431
E01005047,14,Bury,8.568,26337,9,0.035,Bury 003C,1469
E01005048,20,Bury,2.58,32455,10,0.02,Bury 002D,1674
E01005049,15,Bury,8.658,26224,8,0.065,Bury 003D,1696
E01005050,11,Bury,9.274,25423,8,0.073,Bury 006C,2042
E01005051,2,Bury,11.842,22352,7,0.083,Bury 003E,1578
E01005052,3,Bury,6.987,28342,9,0.038,Bury 006D,1464
E01005053,6,Bury,16.402,17560,6,0.092,Bury 006E,1530
E01005054,16,Bury,15.35,18590,6,0.095,Bury 013B,1500
E01005055,8,Bury,7.881,27211,9,0.061,Bury 017B,1495
E01005056,12,Bury,12.381,21738,7,0.071,Bury 017C,1255
E01005057,6,Bury,14.699,19232,6,0.114,Bury 017D,1557
E01005058,7,Bury,10.345,24086,8,0.056,Bury 017E,1333
E01005059,34,Bury,27.703,9198,3,0.178,Bury 013C,1716
E01005060,20,Bury,16.51,17457,6,0.106,Bury 013D,1672
E01005061,27,Manchester,62.256,724,1,0.451,Manchester 018A,1653
E01005062,34,Manchester,23.458,11725,4,0.11,Manchester 018B,2895
E01005063,6,Manchester,58.123,1101,1,0.362,Manchester 018C,1488
E01005065,44,Manchester,51.244,1994,1,0.303,Manchester 018D,2224
E01005066,16,Manchester,37.187,5152,2,0.204,Manchester 018E,1708
E01005067,35,Manchester,70.425,263,1,0.363,Manchester 020A,1366
E01005068,11,Manchester,53.113,1708,1,0.296,Manchester 051A,1580
E01005069,14,Manchester,16.903,17074,6,0.08,Manchester 047A,1450
E01005070,21,Manchester,49.364,2275,1,0.296,Manchester 051B,1682
E01005071,8,Manchester,43.263,3410,2,0.245,Manchester 048A,1591
E01005072,11,Manchester,42.407,3619,2,0.239,Manchester 048B,1708
E01005073,25,Manchester,25.953,10218,4,0.117,Manchester 048C,1497
E01005074,13,Manchester,52.718,1764,1,0.327,Manchester 051C,1521
E01005075,14,Manchester,45.574,2944,1,0.264,Manchester 051D,1389
E01005076,18,Manchester,20.263,14112,5,0.074,Manchester 039A,1475
E01005077,32,Manchester,57.607,1154,1,0.368,Manchester 042A,1567
E01005078,29,Manchester,14.393,19549,6,0.06,Manchester 042B,1443
E01005079,25,Manchester,31.459,7315,3,0.167,Manchester 042C,1563
E01005081,15,Manchester,54.226,1557,1,0.32,Manchester 039C,1777
E01005082,22,Manchester,45.191,3023,1,0.269,Manchester 037A,1549
E01005083,19,Manchester,14.126,19819,7,0.058,Manchester 039D,1705
E01005084,20,Manchester,26.239,10022,4,0.171,Manchester 042D,2014
E01005085,9,Manchester,55.84,1370,1,0.342,Manchester 049A,1576
E01005086,26,Manchester,66.007,463,1,0.377,Manchester 049B,1810
E01005087,14,Manchester,62.278,722,1,0.37,Manchester 050A,2084
E01005088,11,Manchester,72.174,189,1,0.442,Manchester 050B,1709
E01005089,16,Manchester,68.892,312,1,0.404,Manchester 049C,1903
E01005090,22,Manchester,73.349,142,1,0.428,Manchester 050C,1600
E01005091,20,Manchester,50.476,2104,1,0.315,Manchester 050D,2158
E01005092,73,Manchester,63.131,653,1,0.357,Manchester 015A,1628
E01005093,25,Manchester,61.183,821,1,0.355,Manchester 012A,1732
E01005094,46,Manchester,61.288,808,1,0.342,Manchester 012B,1467
E01005097,15,Manchester,64.268,572,1,0.409,Manchester 012C,1733
E01005098,15,Manchester,56.791,1245,1,0.318,Manchester 001A,1525
E01005099,22,Manchester,65.054,514,1,0.398,Manchester 001B,1829
E01005100,8,Manchester,41.788,3788,2,0.266,Manchester 001C,1588
E01005101,13,Manchester,52.25,1838,1,0.29,Manchester 002A,1716
E01005102,19,Manchester,32.183,7009,3,0.169,Manchester 001D,1360
E01005103,14,Manchester,58.472,1065,1,0.369,Manchester 001E,1636
E01005104,13,Manchester,46.046,2842,1,0.281,Manchester 004A,1787
E01005105,53,Manchester,38.129,4832,2,0.233,Manchester 015C,1958
E01005106,41,Manchester,52.538,1799,1,0.324,Manchester 015D,1887
E01005107,13,Manchester,59.049,1003,1,0.317,Manchester 015E,1803
E01005108,34,Manchester,54.018,1593,1,0.347,Manchester 017A,2607
E01005111,8,Manchester,35.758,5619,2,0.208,Manchester 047B,1409
E01005112,8,Manchester,44.626,3130,1,0.259,Manchester 048D,1654
E01005113,16,Manchester,57.644,1148,1,0.299,Manchester 047C,1573
E01005114,11,Manchester,17.23,16790,6,0.096,Manchester 047D,1751
E01005115,14,Manchester,31.636,7234,3,0.186,Manchester 044A,1872
E01005116,25,Manchester,28.085,8987,3,0.162,Manchester 047E,1957
E01005117,19,Manchester,56.446,1293,1,0.315,Manchester 048E,2059
E01005118,25,Manchester,27.777,9160,3,0.129,Manchester 034A,1503
E01005119,16,Manchester,47.863,2505,1,0.264,Manchester 041A,1531
E01005120,40,Manchester,28.95,8514,3,0.178,Manchester 034B,1848
E01005121,13,Manchester,50.859,2046,1,0.296,Manchester 041B,1597
E01005122,29,Manchester,42.493,3597,2,0.287,Manchester 041C,1678
