LSOAcode,burglary_count,LAname,IMDscore,IMDrank,IMDdeci,incscore,LSOAname,pop
E01006129,4,Trafford,20.165,14198,5,0.115,Trafford 010B,1365
E01006130,14,Trafford,9.528,25085,8,0.068,Trafford 007D,1782
E01006131,9,Trafford,9.034,25752,8,0.057,Trafford 005E,1570
E01006132,11,Trafford,14.442,19504,6,0.094,Trafford 007E,1565
E01006133,7,Trafford,10.013,24512,8,0.056,Trafford 010C,1448
E01006134,11,Trafford,3.224,32085,10,0.015,Trafford 028A,1526
E01006135,21,Trafford,4.29,31230,10,0.032,Trafford 028B,1634
E01006136,26,Trafford,3.701,31745,10,0.044,Trafford 028C,1550
E01006137,13,Trafford,3.426,31956,10,0.028,Trafford 028D,1433
E01006138,22,Trafford,12.358,21762,7,0.097,Trafford 028E,1742
E01006139,21,Trafford,3.208,32098,10,0.028,Trafford 026D,1721
E01006140,13,Trafford,7.37,27848,9,0.052,Trafford 026E,1695
E01006141,11,Trafford,23.82,11489,4,0.159,Trafford 003A,1615
E01006142,14,Trafford,20.107,14251,5,0.155,Trafford 011A,1660
E01006143,15,Trafford,14.877,19034,6,0.082,Trafford 011B,1666
E01006144,11,Trafford,49.871,2202,1,0.301,Trafford 011C,1449
E01006145,8,Trafford,31.414,7340,3,0.249,Trafford 004D,1805
E01006146,23,Trafford,15.442,18506,6,0.115,Trafford 004E,1899
E01006147,10,Trafford,5.298,30222,10,0.032,Trafford 012A,1414
E01006148,11,Trafford,8.67,26203,8,0.053,Trafford 016A,1625
E01006149,7,Trafford,11.492,22746,7,0.09,Trafford 012B,1483
E01006150,22,Trafford,9.243,25475,8,0.062,Trafford 012C,1542
E01006151,11,Trafford,4.508,31006,10,0.031,Trafford 016B,1509
E01006152,18,Trafford,3.317,32028,10,0.033,Trafford 016C,1629
E01006153,17,Trafford,5.685,29826,10,0.061,Trafford 016D,1565
E01006154,15,Trafford,7.617,27526,9,0.038,Trafford 012D,1511
E01006155,8,Trafford,13.218,20823,7,0.053,Trafford 006A,1610
E01006156,12,Trafford,19.732,14596,5,0.131,Trafford 008A,1598
E01006157,34,Trafford,15.873,18061,6,0.086,Trafford 006B,1559
E01006158,22,Trafford,28.937,8525,3,0.186,Trafford 008B,1652
E01006159,6,Trafford,30.113,7977,3,0.203,Trafford 006C,1811
E01006160,24,Trafford,21.185,13412,5,0.134,Trafford 015B,1756
E01006161,8,Trafford,9.123,25626,8,0.047,Trafford 015C,1961
E01006162,18,Trafford,6.877,28473,9,0.039,Trafford 015D,1621
E01006163,9,Trafford,6.653,28716,9,0.041,Trafford 015E,1807
E01006164,30,Trafford,10.536,23848,8,0.059,Trafford 014C,1650
E01006165,17,Trafford,13.092,20959,7,0.085,Trafford 012E,1930
E01006166,10,Trafford,17.253,16767,6,0.12,Trafford 013A,1572
E01006167,12,Trafford,44.32,3203,1,0.273,Trafford 019D,1636
E01006168,9,Trafford,52.615,1782,1,0.339,Trafford 019E,1936
E01006169,11,Trafford,12.318,21810,7,0.09,Trafford 013B,1631
E01006170,14,Trafford,11.16,23152,8,0.087,Trafford 013C,1555
E01006171,10,Trafford,29.784,8126,3,0.198,Trafford 013D,1796
E01006172,4,Trafford,11.67,22560,7,0.075,Trafford 016E,1522
E01006173,7,Trafford,5.674,29838,10,0.029,Trafford 018B,1525
E01006174,8,Trafford,9.379,25289,8,0.061,Trafford 014D,1739
E01006175,8,Trafford,40.402,4146,2,0.274,Trafford 018C,1599
E01006176,18,Trafford,14.302,19641,6,0.085,Trafford 018D,1788
E01006177,10,Trafford,30.897,7605,3,0.222,Trafford 018E,1660
E01006178,22,Trafford,8.217,26800,9,0.058,Trafford 014E,1824
E01006179,25,Trafford,31.008,7550,3,0.2,Trafford 008C,1729
E01006180,13,Trafford,20.276,14100,5,0.112,Trafford 011D,1855
E01006181,6,Trafford,23.913,11420,4,0.141,Trafford 011E,1665
E01006182,15,Trafford,13.964,19992,7,0.086,Trafford 006D,1534
E01006183,20,Trafford,13.054,20991,7,0.088,Trafford 006E,1652
E01006184,13,Trafford,25.119,10690,4,0.149,Trafford 008D,1681
E01006185,29,Trafford,39.552,4399,2,0.248,Trafford 001E,1986
E01006186,15,Trafford,25.167,10666,4,0.168,Trafford 003B,1912
E01006187,13,Trafford,25.992,10199,4,0.154,Trafford 003C,2556
E01006188,6,Trafford,25.842,10285,4,0.237,Trafford 001F,1558
E01006189,8,Trafford,23.902,11430,4,0.161,Trafford 003D,2251
E01006190,14,Trafford,4.279,31239,10,0.032,Trafford 021B,1692
E01006191,11,Trafford,4.296,31220,10,0.027,Trafford 023B,1658
E01006192,17,Trafford,6.14,29294,9,0.05,Trafford 023C,1532
E01006193,26,Trafford,5.237,30280,10,0.05,Trafford 024D,1523
E01006194,18,Trafford,9.323,25351,8,0.07,Trafford 024E,2365
E01006195,11,Trafford,3.6,31838,10,0.031,Trafford 021C,1768
E01006196,9,Trafford,5.809,29665,10,0.039,Trafford 021D,1788
E01006197,9,Trafford,10.195,24261,8,0.061,Trafford 010D,1532
E01006198,13,Trafford,20.546,13898,5,0.109,Trafford 009A,1542
E01006199,11,Trafford,20.116,14246,5,0.134,Trafford 009B,1574
E01006200,9,Trafford,18.753,15448,5,0.127,Trafford 009C,1432
E01006201,6,Trafford,18.197,15957,5,0.09,Trafford 009D,1497
E01006202,4,Trafford,17.623,16453,6,0.075,Trafford 009E,1356
E01006203,11,Trafford,4.458,31048,10,0.027,Trafford 010E,1416
E01006204,12,Trafford,8.869,25968,8,0.063,Trafford 022A,1609
E01006205,20,Trafford,4.167,31337,10,0.031,Trafford 023D,1384
E01006206,12,Trafford,19.759,14574,5,0.148,Trafford 022B,1882
E01006207,9,Trafford,44.34,3193,1,0.278,Trafford 022C,1613
E01006208,13,Trafford,16.03,17914,6,0.133,Trafford 022D,1627
E01006209,15,Trafford,5.667,29841,10,0.036,Trafford 023E,1579
E01006210,17,Trafford,9.386,25279,8,0.06,Trafford 021E,1658
E01006211,12,Trafford,25.928,10238,4,0.168,Trafford 022E,1534
E01006212,3,Wigan,19.872,14456,5,0.097,Wigan 026A,1392
E01006213,44,Wigan,52.268,1834,1,0.287,Wigan 024A,1634
E01006214,21,Wigan,39.323,4477,2,0.205,Wigan 026B,1386
E01006215,24,Wigan,54.815,1489,1,0.313,Wigan 024B,1674
E01006216,8,Wigan,16.455,17504,6,0.094,Wigan 026C,2211
E01006217,33,Wigan,29.916,8060,3,0.174,Wigan 024C,2350
E01006218,44,Wigan,39.471,4434,2,0.259,Wigan 024D,2077
E01006219,10,Wigan,24.436,11107,4,0.121,Wigan 024E,1296
E01006220,7,Wigan,31.996,7085,3,0.213,Wigan 035A,1842
E01006221,14,Wigan,15.434,18515,6,0.089,Wigan 035B,1648
E01006222,4,Wigan,7.946,27117,9,0.042,Wigan 035C,1579
E01006223,30,Wigan,23.397,11758,4,0.129,Wigan 036A,1610
E01006224,3,Wigan,7.873,27223,9,0.048,Wigan 035D,1580
E01006225,19,Wigan,11.707,22513,7,0.067,Wigan 036B,1511
E01006226,5,Wigan,16.932,17045,6,0.1,Wigan 035E,1755
E01006227,3,Wigan,16.399,17563,6,0.11,Wigan 038A,1552
E01006228,10,Wigan,24.227,11230,4,0.153,Wigan 038B,1740
E01006229,15,Wigan,8.594,26308,9,0.062,Wigan 002A,1524
E01006230,10,Wigan,9.809,24747,8,0.058,Wigan 002B,1419
E01006231,25,Wigan,12.474,21640,7,0.053,Wigan 004A,1473
E01006232,26,Wigan,9.794,24766,8,0.04,Wigan 004B,1851
E01006233,16,Wigan,7.601,27559,9,0.03,Wigan 002C,1490
E01006234,2,Wigan,17.49,16561,6,0.096,Wigan 004C,1229
E01006235,6,Wigan,33.005,6668,3,0.218,Wigan 004D,1518
E01006236,17,Wigan,11.642,22597,7,0.06,Wigan 007A,1482
E01006237,11,Wigan,3.994,31515,10,0.032,Wigan 002D,1579
E01006238,9,Wigan,34.356,6124,2,0.239,Wigan 002E,1527
E01006239,21,Wigan,55.565,1397,1,0.323,Wigan 017A,1972
E01006240,12,Wigan,66.046,458,1,0.406,Wigan 017B,1600
E01006241,22,Wigan,44.002,3257,1,0.257,Wigan 017C,2009
E01006242,14,Wigan,22.267,12555,4,0.113,Wigan 023A,1644
E01006243,12,Wigan,11.129,23185,8,0.05,Wigan 023B,2051
E01006244,16,Wigan,43.301,3398,2,0.221,Wigan 023C,1558
E01006245,11,Wigan,14.546,19401,6,0.093,Wigan 023D,2433
E01006246,17,Wigan,32.663,6810,3,0.183,Wigan 034A,1567
E01006247,14,Wigan,17.714,16385,5,0.084,Wigan 034B,1323
E01006248,48,Wigan,73.622,135,1,0.406,Wigan 031A,1569
E01006249,15,Wigan,46.158,2825,1,0.28,Wigan 031B,1574
E01006250,13,Wigan,7.469,27723,9,0.052,Wigan 029A,1531
E01006251,13,Wigan,12.717,21364,7,0.048,Wigan 029B,1465
E01006252,17,Wigan,11.736,22479,7,0.05,Wigan 034C,1463
E01006253,21,Wigan,33.95,6286,2,0.184,Wigan 005A,1542
E01006254,29,Wigan,41.997,3721,2,0.256,Wigan 005B,1662
E01006255,12,Wigan,14.172,19768,7,0.069,Wigan 005C,1504
E01006256,19,Wigan,20.539,13906,5,0.105,Wigan 005D,1441
E01006257,11,Wigan,14.797,19129,6,0.069,Wigan 008A,1303
E01006258,25,Wigan,19.231,15060,5,0.112,Wigan 008B,1687
E01006259,8,Wigan,14.566,19381,6,0.096,Wigan 003A,1323
E01006260,9,Wigan,32.975,6683,3,0.237,Wigan 005E,1528
E01006261,2,Wigan,22.253,12567,4,0.162,Wigan 036C,1538
E01006262,44,Wigan,39.295,4485,2,0.214,Wigan 032A,1530
E01006263,10,Wigan,9.206,25521,8,0.059,Wigan 032B,1549
E01006264,8,Wigan,5.914,29558,9,0.027,Wigan 036D,1355
E01006265,17,Wigan,21.423,13228,5,0.107,Wigan 036E,1430
E01006266,10,Wigan,14.139,19797,7,0.074,Wigan 032C,1392
E01006267,10,Wigan,45.616,2930,1,0.277,Wigan 032D,1630
E01006268,16,Wigan,18.118,16038,5,0.11,Wigan 032E,1769
E01006269,30,Wigan,23.502,11689,4,0.129,Wigan 013A,1604
E01006270,7,Wigan,44.762,3107,1,0.275,Wigan 016A,1497
E01006271,12,Wigan,16.115,17831,6,0.082,Wigan 013B,1784
E01006272,41,Wigan,27.299,9414,3,0.13,Wigan 013C,1656
E01006273,4,Wigan,30.286,7896,3,0.201,Wigan 013D,1531
E01006274,13,Wigan,38.938,4588,2,0.243,Wigan 016B,1516
E01006275,11,Wigan,55.343,1420,1,0.309,Wigan 016C,1527
E01006276,12,Wigan,15.744,18202,6,0.093,Wigan 013E,2277
E01006277,3,Wigan,7.389,27825,9,0.033,Wigan 016D,1803
E01006278,6,Wigan,24.765,10905,4,0.148,Wigan 019A,1576
E01006279,8,Wigan,10.624,23748,8,0.063,Wigan 019B,1598
E01006280,16,Wigan,28.821,8590,3,0.181,Wigan 019C,1424
E01006281,8,Wigan,10.019,24504,8,0.056,Wigan 019D,1771
E01006282,18,Wigan,33.156,6606,3,0.208,Wigan 027A,1701
E01006283,42,Wigan,50.691,2080,1,0.3,Wigan 027B,1536
E01006284,15,Wigan,36.784,5274,2,0.233,Wigan 027C,1527
E01006285,5,Wigan,10.365,24061,8,0.063,Wigan 019E,1835
E01006286,6,Wigan,22.987,12057,4,0.115,Wigan 016E,1506
E01006287,5,Wigan,12.526,21580,7,0.04,Wigan 017D,1218
E01006288,13,Wigan,45.054,3049,1,0.295,Wigan 025A,1813
E01006289,31,Wigan,55.463,1406,1,0.315,Wigan 017E,1748
E01006290,11,Wigan,11.286,23004,8,0.066,Wigan 022A,1378
E01006291,5,Wigan,29.599,8200,3,0.149,Wigan 022B,1466
E01006292,15,Wigan,18.949,15277,5,0.099,Wigan 022C,1568
E01006293,29,Wigan,28.628,8691,3,0.164,Wigan 022D,1580
E01006294,15,Wigan,24.084,11332,4,0.13,Wigan 025B,1977
E01006295,23,Wigan,35.263,5804,2,0.182,Wigan 025C,1599
E01006296,18,Wigan,49.238,2292,1,0.298,Wigan 037A,1541
E01006297,22,Wigan,39.155,4520,2,0.248,Wigan 034D,1637
E01006298,21,Wigan,38.275,4796,2,0.255,Wigan 037B,1406
E01006299,8,Wigan,11.105,23207,8,0.062,Wigan 037C,1886
E01006300,1,Wigan,5.871,29605,10,0.036,Wigan 037D,1344
E01006301,3,Wigan,5.536,29983,10,0.041,Wigan 037E,1358
E01006302,8,Wigan,11.937,22240,7,0.08,Wigan 040A,1605
E01006303,1,Wigan,12.745,21335,7,0.062,Wigan 040B,1396
E01006304,6,Wigan,15.944,18002,6,0.099,Wigan 040C,1479
E01006305,26,Wigan,47.262,2612,1,0.273,Wigan 012A,1788
E01006306,28,Wigan,56.245,1319,1,0.302,Wigan 009A,1546
E01006307,29,Wigan,40.538,4099,2,0.216,Wigan 009B,1437
E01006308,36,Wigan,43.421,3370,2,0.238,Wigan 012B,1640
E01006309,20,Wigan,40.461,4128,2,0.218,Wigan 012C,1606
E01006310,27,Wigan,42.039,3711,2,0.267,Wigan 012D,1520
E01006311,16,Wigan,35.342,5777,2,0.211,Wigan 012E,1595
E01006312,5,Wigan,6.356,29042,9,0.049,Wigan 003B,1473
E01006313,6,Wigan,30.968,7569,3,0.202,Wigan 003C,1066
E01006314,22,Wigan,7.729,27387,9,0.052,Wigan 003D,1680
E01006315,7,Wigan,8.975,25824,8,0.042,Wigan 001A,1231
E01006316,13,Wigan,8.031,27033,9,0.046,Wigan 001B,1484
E01006317,6,Wigan,12.508,21604,7,0.086,Wigan 001C,1520
E01006318,9,Wigan,9.483,25146,8,0.06,Wigan 003E,1441
E01006319,12,Wigan,7.085,28209,9,0.046,Wigan 001D,1439
E01006320,5,Wigan,8.29,26702,9,0.046,Wigan 003F,1384
E01006321,5,Wigan,5.282,30242,10,0.046,Wigan 003G,1711
E01006322,13,Wigan,35.828,5600,2,0.219,Wigan 026D,1549
E01006323,20,Wigan,42.398,3623,2,0.231,Wigan 033A,1500
E01006324,17,Wigan,44.517,3157,1,0.245,Wigan 033B,1319
E01006325,17,Wigan,31.683,7214,3,0.164,Wigan 033C,1614
E01006326,12,Wigan,48.614,2389,1,0.222,Wigan 033D,1449
E01006327,9,Wigan,56.431,1296,1,0.353,Wigan 033E,1478
E01006328,48,Wigan,47.675,2537,1,0.214,Wigan 030A,1439
E01006329,10,Wigan,38.875,4619,2,0.207,Wigan 026E,1298
E01006330,11,Wigan,11.032,23301,8,0.058,Wigan 031C,1631
E01006331,9,Wigan,7.514,27671,9,0.046,Wigan 031D,1601
E01006332,27,Wigan,24.862,10847,4,0.128,Wigan 031E,2050
E01006333,85,Wigan,44.35,3190,1,0.227,Wigan 030B,1821
E01006334,42,Wigan,55.443,1408,1,0.29,Wigan 030C,1731
E01006335,23,Wigan,27.444,9328,3,0.174,Wigan 034E,1683
E01006336,36,Wigan,60.951,833,1,0.369,Wigan 027D,1624
E01006337,9,Wigan,21.472,13197,5,0.094,Wigan 027E,1510
E01006338,25,Wigan,34.093,6233,2,0.183,Wigan 030D,1589
E01006339,5,Wigan,10.566,23812,8,0.068,Wigan 039A,1374
E01006340,7,Wigan,27.654,9220,3,0.172,Wigan 039B,1457
E01006341,12,Wigan,27.219,9453,3,0.205,Wigan 040D,1645
E01006342,11,Wigan,34.923,5917,2,0.234,Wigan 038C,1568
E01006343,1,Wigan,3.775,31694,10,0.03,Wigan 039C,1756
E01006344,7,Wigan,34.438,6089,2,0.241,Wigan 038D,1479
E01006345,10,Wigan,10.033,24477,8,0.069,Wigan 039D,1581
E01006346,25,Wigan,18.718,15478,5,0.122,Wigan 038E,2139
E01006347,11,Wigan,4.763,30744,10,0.038,Wigan 040E,1578
E01006348,24,Wigan,8.699,26171,8,0.037,Wigan 039E,1603
E01006349,133,Wigan,21.139,13448,5,0.101,Wigan 015A,1770
E01006350,12,Wigan,60.135,908,1,0.363,Wigan 010A,1841
E01006351,19,Wigan,56.128,1339,1,0.358,Wigan 010B,2100
E01006352,40,Wigan,35.67,5649,2,0.189,Wigan 015B,1673
E01006353,24,Wigan,26.815,9692,3,0.149,Wigan 014A,1544
E01006354,23,Wigan,35.529,5699,2,0.206,Wigan 014B,1582
E01006355,13,Wigan,20.366,14035,5,0.096,Wigan 014C,1537
E01006356,6,Wigan,46.751,2700,1,0.254,Wigan 011A,1471
E01006357,30,Wigan,69.187,300,1,0.384,Wigan 010C,1732
E01006358,45,Wigan,32.915,6705,3,0.186,Wigan 014D,1751
E01006359,31,Wigan,36.844,5251,2,0.199,Wigan 014E,1519
E01006360,23,Wigan,56.249,1318,1,0.307,Wigan 010D,1682
E01006361,34,Wigan,53.758,1636,1,0.312,Wigan 010E,1621
E01006362,21,Wigan,9.498,25128,8,0.042,Wigan 018A,1783
E01006363,11,Wigan,11.41,22848,7,0.062,Wigan 018B,1537
E01006364,15,Wigan,17.179,16836,6,0.131,Wigan 018C,1804
E01006365,14,Wigan,7.258,27996,9,0.059,Wigan 018D,2205
E01006366,10,Wigan,19.617,14699,5,0.113,Wigan 018E,1677
E01006367,14,Wigan,5.621,29889,10,0.044,Wigan 018F,1577
E01006368,13,Wigan,10.682,23677,8,0.053,Wigan 018G,1632
E01006369,84,Wigan,51.259,1991,1,0.273,Wigan 008C,1703
E01006370,70,Wigan,29.779,8131,3,0.176,Wigan 006A,1605
E01006371,21,Wigan,20.631,13821,5,0.093,Wigan 008D,1544
E01006372,16,Wigan,4.598,30903,10,0.022,Wigan 006B,1669
E01006373,18,Wigan,7.404,27804,9,0.052,Wigan 006C,1506
E01006374,28,Wigan,7.028,28289,9,0.028,Wigan 006D,1544
E01006375,23,Wigan,19.912,14421,5,0.09,Wigan 008E,1605
E01006376,13,Wigan,28.463,8787,3,0.19,Wigan 028A,1644
E01006377,3,Wigan,6.339,29051,9,0.047,Wigan 025D,1625
E01006378,8,Wigan,10.058,24445,8,0.053,Wigan 025E,1330
E01006379,7,Wigan,12.904,21157,7,0.083,Wigan 029C,1554
E01006380,20,Wigan,33.536,6454,2,0.212,Wigan 029D,1649
E01006381,7,Wigan,4.232,31277,10,0.033,Wigan 028B,1926
E01006382,5,Wigan,5.102,30416,10,0.029,Wigan 028C,1412
E01006383,4,Wigan,10.475,23907,8,0.073,Wigan 028D,1664
E01006384,1,Wigan,8.568,26338,9,0.043,Wigan 028E,1399
E01006385,9,Wigan,6.543,28844,9,0.035,Wigan 029E,1494
E01006386,59,Wigan,75.885,77,1,0.448,Wigan 009C,1522
E01006387,20,Wigan,24.584,11019,4,0.122,Wigan 009D,1320
E01006388,23,Wigan,30.343,7874,3,0.166,Wigan 007B,1692
E01006389,6,Wigan,15.23,18701,6,0.078,Wigan 007C,1400
E01006390,33,Wigan,21.723,12976,4,0.126,Wigan 006E,1537
E01006391,20,Wigan,20.484,13948,5,0.119,Wigan 007D,1588
E01006392,21,Wigan,50.419,2113,1,0.279,Wigan 009E,1503
E01006393,11,Wigan,8.582,26319,9,0.057,Wigan 021A,1488
E01006394,13,Wigan,7.06,28244,9,0.039,Wigan 021B,1561
E01006395,11,Wigan,3.818,31654,10,0.026,Wigan 021C,2515
E01006396,16,Wigan,13.311,20724,7,0.061,Wigan 011B,1473
E01006397,8,Wigan,38.116,4834,2,0.198,Wigan 011C,1136
E01006398,19,Wigan,34.887,5934,2,0.179,Wigan 011D,1084
E01006399,18,Wigan,26.052,10164,4,0.163,Wigan 011E,1538
E01006400,11,Wigan,8.582,26320,9,0.043,Wigan 021D,1346
E01006401,9,Wigan,10.819,23527,8,0.05,Wigan 021E,1468
E01006402,2,Wigan,7.966,27100,9,0.037,Wigan 021F,1203
E01006403,17,Wigan,9.145,25605,8,0.057,Wigan 021G,1708
E01006404,22,Wigan,33.36,6525,2,0.235,Wigan 015C,1656
E01006405,24,Wigan,41.675,3820,2,0.216,Wigan 015D,1374
E01006406,13,Wigan,20.851,13664,5,0.08,Wigan 020A,1461
E01006407,17,Wigan,10.067,24429,8,0.073,Wigan 020B,1507
E01006408,13,Wigan,33.786,6343,2,0.192,Wigan 020C,1545
E01006409,8,Wigan,10.686,23668,8,0.073,Wigan 020D,1381
E01006410,8,Wigan,10.325,24108,8,0.057,Wigan 020E,1402
E01006411,36,Wigan,67.76,356,1,0.371,Wigan 015E,1637
E01032556,23,Oldham,20.982,13566,5,0.096,Oldham 026E,1441
E01032557,20,Oldham,61.526,784,1,0.398,Oldham 026F,1666
E01032558,6,Oldham,52.51,1801,1,0.339,Oldham 007E,1447
E01032559,10,Oldham,23.421,11747,4,0.136,Oldham 007F,2784
E01032684,36,Salford,23.954,11396,4,0.105,Salford 022E,1835
E01032685,25,Salford,5.078,30442,10,0.013,Salford 028E,1517
E01032686,25,Salford,16.306,17648,6,0.023,Salford 028F,1415
E01032687,37,Salford,14.659,19277,6,0.045,Salford 022F,1306
E01032906,30,Salford,37.889,4912,2,0.175,Salford 022G,1260
E01032907,55,Salford,37.671,4982,2,0.22,Salford 022H,1193
E01032909,15,Salford,18.705,15494,5,0.015,Salford 022I,1344
E01032911,19,Salford,21.187,13408,5,0.043,Salford 022J,1170
E01032912,18,Salford,50.391,2121,1,0.301,Salford 028G,1477
E01032914,30,Salford,26.057,10158,4,0.103,Salford 028H,1631
E01032915,12,Salford,49.034,2324,1,0.284,Salford 028I,1559
E01032917,7,Salford,24.807,10880,4,0.106,Salford 028J,1070
E01032919,83,Salford,39.575,4392,2,0.19,Salford 017F,3699
E01032920,44,Oldham,48.564,2399,1,0.255,Oldham 011E,1866
E01032921,35,Oldham,56.555,1275,1,0.334,Oldham 035G,2591
E01032922,12,Oldham,10.22,24241,8,0.075,Oldham 020E,2472
E01033217,90,Bolton,55.325,1423,1,0.322,Bolton 016E,1035
E01033218,11,Bolton,9.732,24841,8,0.061,Bolton 028F,1597
E01033219,11,Bolton,8.556,26351,9,0.035,Bolton 028G,1503
E01033220,44,Bolton,66.09,455,1,0.332,Bolton 016F,1299
E01033258,25,Rochdale,52.776,1754,1,0.359,Rochdale 008G,2979
E01033330,34,Salford,59.775,934,1,0.335,Salford 022K,1394
E01033651,32,Manchester,21.186,13409,5,0.034,Manchester 054B,1153
E01033652,17,Manchester,32.476,6890,3,0.128,Manchester 022F,1615
E01033653,180,Manchester,29.76,8141,3,0.107,Manchester 055B,1665
E01033654,31,Manchester,25.732,10345,4,0.007,Manchester 055C,2962
E01033655,12,Manchester,24.687,10953,4,0.02,Manchester 056B,1193
E01033656,19,Manchester,21.699,12999,4,0.004,Manchester 057B,3492
E01033657,20,Manchester,37.974,4880,2,0.17,Manchester 022G,1557
E01033658,236,Manchester,23.062,12008,4,0.02,Manchester 054C,1300
E01033659,49,Manchester,24.689,10952,4,0.025,Manchester 055D,1331
E01033660,3,Manchester,18.977,15257,5,0.01,Manchester 059B,1165
E01033661,60,Manchester,27.487,9306,3,0.058,Manchester 055E,1148
E01033662,19,Manchester,28.06,8998,3,0.042,Manchester 057C,1332
E01033663,16,Manchester,30.223,7926,3,0.089,Manchester 013E,1184
E01033664,42,Manchester,26.431,9919,4,0.018,Manchester 054D,1118
E01033665,21,Manchester,35.556,5691,2,0.111,Manchester 056C,1210
E01033666,62,Manchester,57.513,1165,1,0.297,Manchester 017F,2640
E01033667,49,Manchester,34.751,5978,2,0.064,Manchester 054E,1004
E01033668,16,Manchester,35.444,5735,2,0.168,Manchester 015F,1134
E01033669,38,Manchester,66.139,450,1,0.362,Manchester 015G,1399
E01033670,12,Manchester,12.181,21961,7,0.02,Manchester 039E,1248
E01033671,27,Manchester,14.034,19915,7,0.033,Manchester 039F,1699
E01033672,20,Manchester,59.569,947,1,0.336,Manchester 059C,1295
E01033673,9,Manchester,16.992,17002,6,0.006,Manchester 059D,1099
E01033674,63,Manchester,45.729,2903,1,0.207,Manchester 058C,2197
E01033675,38,Manchester,33.868,6318,2,0.206,Manchester 058D,2061
E01033676,21,Manchester,70.653,251,1,0.417,Manchester 056D,1670
E01033677,78,Manchester,21.353,13269,5,0.011,Manchester 060A,1166
E01033678,24,Manchester,66.044,459,1,0.37,Manchester 009F,1580
E01033679,13,Manchester,75.863,79,1,0.45,Manchester 009G,1410
E01033680,4,Manchester,29.158,8433,3,0.186,Manchester 028E,1213
E01033681,16,Manchester,13.463,20539,7,0.01,Manchester 060B,1371
E01033682,22,Manchester,15.901,18034,6,0.015,Manchester 060C,1259
E01033683,28,Manchester,28.426,8808,3,0.008,Manchester 060D,1254
E01033684,1,Manchester,17.359,16686,6,0.012,Manchester 013F,1198
E01033685,14,Manchester,24.108,11316,4,0.151,Manchester 003F,1568
E01033686,13,Manchester,36.582,5347,2,0.237,Manchester 028F,1269
E01033687,15,Manchester,44.95,3067,1,0.209,Manchester 003G,1417
E01033688,58,Manchester,70.428,262,1,0.395,Manchester 013G,1509
